fishnet_id,px_total_f,px_burned_f,perc_burned_f,px_0_f,perc_0_f,px_10_f,perc_10_f,px_20_f,perc_20_f,px_30_f,perc_30_f,px_40_f,perc_40_f,px_50_f,perc_50_f,px_60_f,perc_60_f,px_70_f,perc_70_f,px_80_f,perc_80_f,px_90_f,perc_90_f,px_95_f,perc_95_f,px_100_f,perc_100_f,px_0_ba,perc_0_ba,px_10_ba,perc_10_ba,px_20_ba,perc_20_ba,px_30_ba,perc_30_ba,px_40_ba,perc_40_ba,px_50_ba,perc_50_ba,px_60_ba,perc_60_ba,px_70_ba,perc_70_ba,px_80_ba,perc_80_ba,px_90_ba,perc_90_ba,px_95_ba,perc_95_ba,px_100_ba,perc_100_ba,no_patches
11,786432.0,490.0,0.062306722005208336,0.0,0.0,618007.0,78.58365376790366,2346.0,0.298309326171875,21039.0,2.6752471923828125,628.0,0.07985432942708334,134207.0,17.065302530924477,10205.0,1.297632853190104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489.0,99.79591836734694,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.20408163265306123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,524288.0,0.0,0.0,0.0,0.0,24974.0,4.7634124755859375,56422.0,10.761642456054688,40204.0,7.668304443359375,2770.0,0.5283355712890625,8879.0,1.6935348510742188,8934.0,1.7040252685546875,0.0,0.0,382105.0,72.88074493408203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
19,1572864.0,45460.0,2.890268961588542,0.0,0.0,767481.0,48.795127868652344,40058.0,2.5468190511067705,129865.0,8.256594340006512,20671.0,1.3142267862955728,330840.0,21.03424072265625,7771.0,0.49406687418619794,0.0,0.0,276148.0,17.55701700846354,30.0,0.0019073486328125,0.0,0.0,0.0,0.0,0.0,0.0,9026.0,19.85481742190937,28585.0,62.87945446546415,7153.0,15.734711834579851,0.0,0.0,679.0,1.493620765508139,17.0,0.03739551253849538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
20,1310720.0,0.0,0.0,0.0,0.0,560672.0,42.77587890625,456339.0,34.81590270996094,198723.0,15.161361694335938,54522.0,4.159698486328125,36388.0,2.77618408203125,2790.0,0.212860107421875,0.0,0.0,0.0,0.0,1286.0,0.098114013671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
21,262144.0,0.0,0.0,0.0,0.0,34225.0,13.055801391601562,201281.0,76.78260803222656,26638.0,10.161590576171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22,1572864.0,0.0,0.0,0.0,0.0,243890.0,15.506108601888021,1088500.0,69.20496622721353,238219.0,15.145556131998697,0.0,0.0,2255.0,0.14336903889973956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
23,2359296.0,543668.0,23.043653700086804,0.0,0.0,324735.0,13.764063517252604,1221792.0,51.786295572916664,634624.0,26.89887152777778,2834.0,0.1201205783420139,24681.0,1.046117146809896,24313.0,1.030519273546007,0.0,0.0,126317.0,5.354012383355035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123766.0,22.76499628449716,334281.0,61.486237924615764,85596.0,15.74416739627861,0.0,0.0,0.0,0.0,25.0,0.00459839460847429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
24,2359296.0,982220.0,41.63191053602431,0.0,0.0,1139431.0,48.29538133409288,809047.0,34.291881985134545,257309.0,10.906177096896702,20578.0,0.8722093370225694,75488.0,3.1995985243055554,54977.0,2.3302290174696183,0.0,0.0,2466.0,0.104522705078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216762.0,22.068579340677243,650071.0,66.18384883223717,110296.0,11.229256174787725,379.0,0.038586060149457355,4569.0,0.4651707356803975,143.0,0.014558856468001058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
25,2359296.0,0.0,0.0,0.0,0.0,1830658.0,77.59340074327257,380797.0,16.14028082953559,144605.0,6.129158867730035,531.0,0.0225067138671875,2680.0,0.11359320746527778,25.0,0.0010596381293402778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
26,786432.0,0.0,0.0,0.0,0.0,569462.0,72.41083780924478,175343.0,22.296015421549477,41627.0,5.293146769205729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
27,1572864.0,0.0,0.0,0.0,0.0,295351.0,18.77791086832682,1066309.0,67.79410044352213,208749.0,13.271903991699219,0.0,0.0,2455.0,0.15608469645182294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
28,2359296.0,763503.0,32.36147562662761,0.0,0.0,604336.0,25.615098741319443,1511808.0,64.07877604166666,235259.0,9.971576266818577,0.0,0.0,7863.0,0.33327738444010413,30.0,0.0012715657552083335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256686.0,33.61951426516988,455086.0,59.60500482643815,51731.0,6.775480908391978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
29,2359296.0,1342256.0,56.89222547743056,0.0,0.0,1140916.0,48.35832383897569,685044.0,29.03594970703125,397492.0,16.84790717230903,90455.0,3.833982679578993,43940.0,1.8624199761284723,1449.0,0.0614166259765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470636.0,35.06305801575854,568102.0,42.32441501472148,234274.0,17.45374950829052,52792.0,3.933079829779118,16452.0,1.2256976314503343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
30,2359296.0,73474.0,3.1142340766059027,0.0,0.0,1381238.0,58.54449801974826,497670.0,21.09400431315104,398310.0,16.88257853190104,24170.0,1.0244581434461806,56942.0,2.413516574435764,966.0,0.04094441731770833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52419.0,71.34360454038163,9375.0,12.759615646351092,5991.0,8.1539047826442,4495.0,6.117810381903803,1194.0,1.6250646487192748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
31,786432.0,0.0,0.0,0.0,0.0,255023.0,32.427851359049484,235327.0,29.923375447591145,218698.0,27.808888753255207,0.0,0.0,77192.0,9.815470377604168,192.0,0.0244140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
32,1572864.0,0.0,0.0,0.0,0.0,484161.0,30.782127380371094,867240.0,55.13763427734375,218355.0,13.882637023925781,0.0,0.0,3078.0,0.1956939697265625,30.0,0.0019073486328125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
33,2359296.0,134999.0,5.722003512912326,0.0,0.0,1689299.0,71.60182529025607,262656.0,11.1328125,289414.0,12.266964382595486,15805.0,0.6699032253689235,101849.0,4.316923353407118,273.0,0.011571248372395832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107661.0,79.74947962577501,6154.0,4.558552285572485,16953.0,12.557870799042956,609.0,0.45111445269964956,3622.0,2.682982836909903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
34,2359296.0,1426800.0,60.475667317708336,0.0,0.0,1562741.0,66.2375979953342,374637.0,15.879185994466146,293818.0,12.45363023546007,106818.0,4.527537027994791,21282.0,0.9020487467447916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,776473.0,54.420591533501536,266562.0,18.6825063078217,270512.0,18.959349593495936,105082.0,7.364872441827866,8171.0,0.5726801233529577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
35,2359296.0,89041.0,3.774049546983507,0.0,0.0,1099197.0,46.59004211425781,1008169.0,42.73177252875434,218325.0,9.253819783528645,633.0,0.026830037434895832,31922.0,1.3530307345920138,1050.0,0.04450480143229167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57003.0,64.01882278950146,29487.0,33.116204894374505,2551.0,2.864972316124033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
36,786432.0,0.0,0.0,0.0,0.0,255528.0,32.4920654296875,411448.0,52.318318684895836,118058.0,15.011850992838541,0.0,0.0,1343.0,0.17077128092447919,55.0,0.006993611653645833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
37,1572864.0,0.0,0.0,0.0,0.0,972096.0,61.80419921875,203567.0,12.94244130452474,44192.0,2.809651692708333,1094.0,0.06955464680989584,350081.0,22.25755055745443,1834.0,0.11660257975260417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
38,2359296.0,0.0,0.0,0.0,0.0,1882629.0,79.79621887207031,301516.0,12.779914008246529,129962.0,5.508507622612847,7843.0,0.332429673936632,33445.0,1.4175838894314237,2237.0,0.09481641981336805,0.0,0.0,1664.0,0.07052951388888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
39,1835008.0,0.0,0.0,0.0,0.0,1253234.0,68.29583304268974,563693.0,30.718830653599333,17722.0,0.9657723563058036,0.0,0.0,359.0,0.019563947405133928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
40,1572864.0,0.0,0.0,0.0,0.0,1099017.0,69.87361907958984,465640.0,29.604593912760418,7888.0,0.5015055338541667,0.0,0.0,0.0,0.0,319.0,0.020281473795572914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
41,262144.0,0.0,0.0,0.0,0.0,77937.0,29.730606079101562,183337.0,69.93751525878906,870.0,0.331878662109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
42,262144.0,0.0,0.0,0.0,0.0,58318.0,22.246551513671875,18037.0,6.8805694580078125,7297.0,2.7835845947265625,0.0,0.0,178462.0,68.07785034179688,30.0,0.011444091796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,1048576.0,0.0,0.0,190880.0,18.2037353515625,65833.0,6.278324127197266,489592.0,46.691131591796875,289001.0,27.561283111572266,0.0,0.0,814.0,0.07762908935546875,12456.0,1.187896728515625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
48,1572864.0,42536.0,2.704366048177083,38999.0,2.4794896443684893,476938.0,30.322901407877605,628237.0,39.94223276774089,422910.0,26.887893676757812,30.0,0.0019073486328125,5750.0,0.36557515462239587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14379.0,33.804306940003755,28157.0,66.19569305999624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
49,1572864.0,59698.0,3.795496622721354,54758.0,3.481419881184896,328550.0,20.888646443684898,343696.0,21.851603190104164,845769.0,53.772544860839844,0.0,0.0,91.0,0.005785624186197916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59698.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
50,524288.0,0.0,0.0,0.0,0.0,144980.0,27.652740478515625,105730.0,20.166397094726562,273239.0,52.11620330810547,0.0,0.0,210.0,0.0400543212890625,129.0,0.02460479736328125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,1572864.0,0.0,0.0,41757.0,2.6548385620117188,330262.0,20.997492472330727,259306.0,16.486231486002602,926512.0,58.906046549479164,0.0,0.0,9775.0,0.621477762858073,5252.0,0.33391316731770837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
53,2359296.0,1218565.0,51.64951748318143,151737.0,6.4314524332682295,898690.0,38.09144761827257,218237.0,9.250089857313368,1072215.0,45.44639587402344,246.0,0.010426839192708332,17888.0,0.7581922743055556,283.0,0.011995103624131944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183430.0,15.0529516275291,91737.0,7.528281216020483,941437.0,77.25784016445574,246.0,0.020187679770878042,1432.0,0.11751527411340387,283.0,0.023224038110400348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
54,2359296.0,911064.0,38.61592610677083,22.0,0.0009324815538194445,780680.0,33.08953179253472,392416.0,16.63275824652778,1172517.0,49.697748819986984,0.0,0.0,13661.0,0.5790286593967015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152440.0,16.73208468340314,91823.0,10.078655286566036,665388.0,73.03416664471432,0.0,0.0,1413.0,0.15509338531650904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
55,1572864.0,0.0,0.0,0.0,0.0,1213448.0,77.14894612630209,142197.0,9.040641784667969,205145.0,13.042767842610678,434.0,0.027592976888020832,11640.0,0.74005126953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,1572864.0,0.0,0.0,0.0,0.0,692215.0,44.00984446207683,398522.0,25.33734639485677,472601.0,30.047162373860676,1973.0,0.12543996175130206,7385.0,0.46952565511067706,168.0,0.01068115234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
58,2359296.0,1209185.0,51.25194125705295,0.0,0.0,1011408.0,42.86905924479167,240425.0,10.190539889865452,1061273.0,44.982613457573784,4175.0,0.1769595675998264,28559.0,1.2104882134331596,13456.0,0.570339626736111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200053.0,16.54444936051969,105666.0,8.738613198145858,884591.0,73.1559686896546,2671.0,0.22089258467480163,4963.0,0.41044174381918397,11241.0,0.9296344231858649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
59,2359296.0,2038865.0,86.41836378309462,0.0,0.0,828384.0,35.11149088541667,404651.0,17.15134514702691,1120085.0,47.475390964084205,1073.0,0.045479668511284724,4971.0,0.21069844563802084,132.0,0.005594889322916666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,569074.0,27.911313402309617,367377.0,18.018701581517167,1098184.0,53.86251664529039,1073.0,0.05262731961164668,3025.0,0.14836686097412038,132.0,0.006474190297052526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
60,2359296.0,198258.0,8.403269449869793,0.0,0.0,1724598.0,73.09799194335938,237362.0,10.06071302625868,331392.0,14.046223958333334,36558.0,1.549530029296875,28692.0,1.21612548828125,694.0,0.029415554470486112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99530.0,50.20226169940179,41802.0,21.084647277789546,54022.0,27.24833298025805,0.0,0.0,2904.0,1.464758042550616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
61,786432.0,0.0,0.0,0.0,0.0,661350.0,84.09500122070312,29936.0,3.8065592447916665,84237.0,10.711288452148438,9649.0,1.226933797200521,1260.0,0.16021728515625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
