patch_id,activation_id,height_p,width_p,px_total_p,px_nodata_p,perc_nodata_p,px_burned_p,perc_burned_p,px_0_p,perc_0_p,px_10_p,perc_10_p,px_20_p,perc_20_p,px_30_p,perc_30_p,px_40_p,perc_40_p,px_50_p,perc_50_p,px_60_p,perc_60_p,px_70_p,perc_70_p,px_80_p,perc_80_p,px_90_p,perc_90_p,px_95_p,perc_95_p,px_100_p,perc_100_p,px_0_ba,perc_0_ba,px_10_ba,perc_10_ba,px_20_ba,perc_20_ba,px_30_ba,perc_30_ba,px_40_ba,perc_40_ba,px_50_ba,perc_50_ba,px_60_ba,perc_60_ba,px_70_ba,perc_70_ba,px_80_ba,perc_80_ba,px_90_ba,perc_90_ba,px_95_ba,perc_95_ba,px_100_ba,perc_100_ba,fishnet_id
EMSR180_1008,EMSR180,512.0,512.0,262144.0,0.0,0.0,259724.0,99.07684326171876,0.0,0.0,186107.0,70.99418640136719,26119.0,9.963607788085938,49607.0,18.923568725585938,0.0,0.0,311.0,0.1186370849609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183698.0,70.72815758266468,26108.0,10.052209268300196,49607.0,19.099890653154887,0.0,0.0,311.0,0.1197424958802421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,965
EMSR180_1009,EMSR180,512.0,512.0,262144.0,0.0,0.0,222676.0,84.94415283203125,18051.0,6.885910034179688,120555.0,45.98808288574219,83232.0,31.75048828125,37352.0,14.2486572265625,0.0,0.0,2954.0,1.126861572265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103176.0,46.33458477788356,81247.0,36.48664427239577,35320.0,15.861610591172823,0.0,0.0,2933.0,1.3171603585478453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,965
EMSR180_101,EMSR180,512.0,512.0,262144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262144.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,859
EMSR180_1010,EMSR180,512.0,512.0,262144.0,0.0,0.0,111941.0,42.70210266113281,92725.0,35.37178039550781,118696.0,45.2789306640625,31813.0,12.135696411132812,11970.0,4.566192626953125,0.0,0.0,6940.0,2.64739990234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72014.0,64.33210351881795,28837.0,25.76089189841077,10145.0,9.062809873058129,0.0,0.0,945.0,0.8441947097131525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,966
EMSR180_1011,EMSR180,512.0,512.0,262144.0,0.0,0.0,217672.0,83.0352783203125,32920.0,12.5579833984375,64559.0,24.62730407714844,41585.0,15.863418579101562,123080.0,46.9512939453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53250.0,24.463412841339263,41585.0,19.10443235694072,122837.0,56.43215480172002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,966
EMSR180_1012,EMSR180,512.0,512.0,262144.0,0.0,0.0,43578.0,16.623687744140625,137106.0,52.301788330078125,1144.0,0.4364013671875,4998.0,1.906585693359375,117780.0,44.92950439453125,0.0,0.0,0.0,0.0,1116.0,0.42572021484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,472.0,1.083115333425123,781.0,1.792188719078434,41946.0,96.25499105053008,0.0,0.0,0.0,0.0,379.0,0.8697048969663591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,966
EMSR180_1013,EMSR180,512.0,512.0,262144.0,0.0,0.0,61802.0,23.575592041015625,49860.0,19.02008056640625,102830.0,39.22653198242188,30183.0,11.513900756835938,79075.0,30.164718627929688,0.0,0.0,0.0,0.0,196.0,0.07476806640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17688.0,28.62043299569593,4159.0,6.72955567780978,39955.0,64.65001132649428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,967
EMSR180_1014,EMSR180,512.0,512.0,262144.0,0.0,0.0,0.0,0.0,169052.0,64.48822021484375,41732.0,15.91949462890625,3990.0,1.522064208984375,47257.0,18.027114868164062,0.0,0.0,22.0,0.008392333984375,91.0,0.0347137451171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,967
EMSR180_1015,EMSR180,512.0,512.0,262144.0,0.0,0.0,0.0,0.0,5488.0,2.093505859375,222772.0,84.98077392578125,2359.0,0.8998870849609375,31525.0,12.025833129882812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,967
EMSR180_1016,EMSR180,512.0,512.0,262144.0,0.0,0.0,0.0,0.0,0.0,0.0,243460.0,92.87261962890624,4746.0,1.810455322265625,13938.0,5.316925048828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,968
EMSR180_1017,EMSR180,512.0,512.0,262144.0,0.0,0.0,0.0,0.0,0.0,0.0,194641.0,74.24964904785156,13781.0,5.2570343017578125,52451.0,20.008468627929688,0.0,0.0,0.0,0.0,1271.0,0.4848480224609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,968
EMSR180_1018,EMSR180,512.0,512.0,262144.0,0.0,0.0,0.0,0.0,0.0,0.0,151730.0,57.880401611328125,7792.0,2.972412109375,100221.0,38.23127746582031,0.0,0.0,0.0,0.0,2401.0,0.9159088134765624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,968
EMSR180_1019,EMSR180,512.0,512.0,262144.0,0.0,0.0,0.0,0.0,0.0,0.0,92246.0,35.189056396484375,3592.0,1.3702392578125,166306.0,63.440704345703125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,969
EMSR180_102,EMSR180,512.0,512.0,262144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262144.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,859
EMSR180_1020,EMSR180,512.0,512.0,262144.0,0.0,0.0,0.0,0.0,0.0,0.0,175874.0,67.09060668945312,1519.0,0.5794525146484375,84741.0,32.32612609863281,0.0,0.0,0.0,0.0,10.0,0.003814697265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,969
EMSR180_1021,EMSR180,512.0,512.0,262144.0,0.0,0.0,0.0,0.0,0.0,0.0,243157.0,92.7570343017578,1513.0,0.5771636962890625,11771.0,4.490280151367188,0.0,0.0,5522.0,2.106475830078125,181.0,0.0690460205078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,969
EMSR180_1022,EMSR180,512.0,512.0,262144.0,0.0,0.0,0.0,0.0,0.0,0.0,219913.0,83.89015197753906,5010.0,1.911163330078125,1885.0,0.7190704345703125,0.0,0.0,35336.0,13.4796142578125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,970
EMSR180_1023,EMSR180,512.0,512.0,262144.0,0.0,0.0,0.0,0.0,0.0,0.0,234264.0,89.3646240234375,7104.0,2.7099609375,16186.0,6.174468994140625,0.0,0.0,4590.0,1.750946044921875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,970
EMSR180_1024,EMSR180,512.0,512.0,262144.0,0.0,0.0,0.0,0.0,0.0,0.0,229082.0,87.38784790039062,1444.0,0.55084228515625,20878.0,7.964324951171875,319.0,0.1216888427734375,10069.0,3.841018676757813,352.0,0.13427734375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,970
EMSR180_1025,EMSR180,512.0,512.0,262144.0,0.0,0.0,0.0,0.0,0.0,0.0,76848.0,29.315185546875,1009.0,0.3849029541015625,24939.0,9.513473510742188,418.0,0.159454345703125,66446.0,25.347137451171875,15441.0,5.8902740478515625,0.0,0.0,77043.0,29.389572143554688,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,971
EMSR180_1026,EMSR180,512.0,512.0,262144.0,0.0,0.0,0.0,0.0,0.0,0.0,11317.0,4.3170928955078125,956.0,0.36468505859375,1664.0,0.634765625,0.0,0.0,298.0,0.113677978515625,660.0,0.25177001953125,0.0,0.0,247249.0,94.31800842285156,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,971
EMSR180_1027,EMSR180,512.0,512.0,262144.0,0.0,0.0,0.0,0.0,0.0,0.0,2157.0,0.8228302001953125,0.0,0.0,333.0,0.1270294189453125,0.0,0.0,0.0,0.0,151.0,0.0576019287109375,0.0,0.0,259503.0,98.99253845214844,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,971
EMSR180_1028,EMSR180,512.0,512.0,262144.0,0.0,0.0,0.0,0.0,0.0,0.0,11656.0,4.4464111328125,52.0,0.01983642578125,5332.0,2.03399658203125,0.0,0.0,0.0,0.0,3362.0,1.282501220703125,0.0,0.0,241742.0,92.21725463867188,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,972
EMSR180_1029,EMSR180,512.0,512.0,262144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262144.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,972
EMSR180_103,EMSR180,512.0,512.0,262144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262144.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,859
EMSR180_1030,EMSR180,512.0,512.0,262144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262144.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,972
EMSR180_1031,EMSR180,512.0,341.0,174592.0,69721.0,39.93367393695015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104871.0,60.06632606304986,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,973
EMSR180_1032,EMSR180,512.0,512.0,262144.0,179228.0,68.37005615234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82916.0,31.62994384765625,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,974
EMSR180_1033,EMSR180,512.0,512.0,262144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262144.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,974
EMSR180_1034,EMSR180,512.0,512.0,262144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262144.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,974
EMSR180_1035,EMSR180,512.0,512.0,262144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262144.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,975
EMSR180_1036,EMSR180,512.0,512.0,262144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262144.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,975
EMSR180_1037,EMSR180,512.0,512.0,262144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262144.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,975
EMSR180_1038,EMSR180,512.0,512.0,262144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262144.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,976
EMSR180_1039,EMSR180,512.0,512.0,262144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262144.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,976
EMSR180_104,EMSR180,512.0,512.0,262144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262144.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,860
EMSR180_1040,EMSR180,512.0,512.0,262144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262144.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,976
EMSR180_1041,EMSR180,512.0,512.0,262144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262144.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,977
EMSR180_1042,EMSR180,512.0,512.0,262144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262144.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,977
EMSR180_1043,EMSR180,512.0,512.0,262144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262144.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,977
EMSR180_1044,EMSR180,512.0,512.0,262144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262144.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,978
EMSR180_1045,EMSR180,512.0,512.0,262144.0,0.0,0.0,0.0,0.0,0.0,0.0,67443.0,25.727462768554688,410.0,0.156402587890625,2245.0,0.8563995361328125,0.0,0.0,36529.0,13.934707641601562,1645.0,0.6275177001953125,0.0,0.0,153872.0,58.697509765625,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,978
EMSR180_1046,EMSR180,512.0,512.0,262144.0,0.0,0.0,0.0,0.0,0.0,0.0,220455.0,84.09690856933594,7881.0,3.0063629150390625,28364.0,10.82000732421875,60.0,0.02288818359375,4051.0,1.5453338623046875,368.0,0.140380859375,0.0,0.0,910.0,0.347137451171875,55.0,0.0209808349609375,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,978
EMSR180_1047,EMSR180,512.0,512.0,262144.0,0.0,0.0,112623.0,42.96226501464844,0.0,0.0,199254.0,76.00936889648438,53826.0,20.532989501953125,9064.0,3.4576416015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77353.0,68.68312866821165,27324.0,24.26147412162702,7946.0,7.055397210161335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,979
EMSR180_1048,EMSR180,512.0,512.0,262144.0,0.0,0.0,239555.0,91.38298034667967,0.0,0.0,123173.0,46.98677062988281,81477.0,31.08100891113281,57494.0,21.93222045898437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103495.0,43.20302227045981,81414.0,33.98551480870781,54646.0,22.811462920832376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,979
EMSR180_1049,EMSR180,512.0,512.0,262144.0,0.0,0.0,209183.0,79.79698181152344,0.0,0.0,151246.0,57.69577026367188,53421.0,20.378494262695312,54647.0,20.846176147460938,0.0,0.0,2764.0,1.05438232421875,66.0,0.025177001953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104131.0,49.77985782783495,52416.0,25.05748555092909,50057.0,23.9297648470478,0.0,0.0,2513.0,1.2013404530960927,66.0,0.0315513210920581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,979
EMSR180_105,EMSR180,512.0,512.0,262144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262144.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,860
EMSR180_1050,EMSR180,512.0,512.0,262144.0,0.0,0.0,195384.0,74.5330810546875,0.0,0.0,170144.0,64.90478515625,26770.0,10.211944580078123,64143.0,24.46861267089844,0.0,0.0,1087.0,0.4146575927734375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109057.0,55.816750603938914,24625.0,12.60338615239733,60899.0,31.16887769725259,0.0,0.0,803.0,0.4109855464111698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,980
EMSR180_1051,EMSR180,512.0,512.0,262144.0,0.0,0.0,168376.0,64.2303466796875,0.0,0.0,141681.0,54.04701232910156,35943.0,13.711166381835938,83811.0,31.971359252929688,0.0,0.0,684.0,0.26092529296875,25.0,0.0095367431640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54393.0,32.304485199790946,30414.0,18.063144391124624,83067.0,49.33422815603174,0.0,0.0,502.0,0.2981422530526916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,980
EMSR180_1052,EMSR180,512.0,512.0,262144.0,0.0,0.0,256983.0,98.03123474121094,5.0,0.0019073486328125,43551.0,16.613388061523438,34925.0,13.322830200195312,183440.0,69.976806640625,0.0,0.0,0.0,0.0,223.0,0.0850677490234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38529.0,14.992820536767024,34855.0,13.56315398294829,183376.0,71.35724931221131,0.0,0.0,0.0,0.0,223.0,0.0867761680733745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,980
EMSR180_1053,EMSR180,512.0,512.0,262144.0,0.0,0.0,219250.0,83.63723754882812,31422.0,11.986541748046877,39696.0,15.142822265625,36442.0,13.901519775390623,152431.0,58.14781188964844,0.0,0.0,0.0,0.0,2153.0,0.8213043212890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39696.0,18.105359179019384,36442.0,16.6212086659065,140959.0,64.29144811858609,0.0,0.0,0.0,0.0,2153.0,0.9819840364880272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,981
EMSR180_1054,EMSR180,512.0,512.0,262144.0,0.0,0.0,151761.0,57.89222717285156,87823.0,33.50181579589844,17495.0,6.6738128662109375,4209.0,1.6056060791015625,152617.0,58.21876525878906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11317.0,7.45712007696312,3828.0,2.5223871745705417,136616.0,90.02049274846634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,981
